Total Properties,FS 2020 100 Year Risk (total),FS 2035 100 Year Risk (total),FS 2050 100 Year Risk (total),abs_30yr_chg,pct_30yr_chg,city_id,Latitude,Longitude,state_iso2,locationName
2364,137,140,142,5,3.6,2950402,37.1341412190409,-92.2660332324395,mo,Mountain Grove
4092,130,130,130,0,0.0,2951644,37.8445798661537,-94.3493077301585,mo,Nevada
2776,126,126,127,1,0.8,2910828,39.7469220987238,-94.23642626793009,mo,Cameron
2470,126,126,126,0,0.0,2956756,38.7306513379463,-94.47364176081659,mo,Peculiar
2274,124,124,124,0,0.0,2929494,38.850803084702,-94.33777255638171,mo,Greenwood
2184,123,123,123,0,0.0,2931960,39.0665408679127,-93.7267816669425,mo,Higginsville
2837,123,123,123,0,0.0,2961670,39.27578984086,-93.9732853947566,mo,Richmond
2018,119,119,119,0,0.0,2910468,38.6303983657848,-92.5667431643103,mo,California
2221,118,120,121,3,2.5,2940376,37.4944465532613,-94.27844592900298,mo,Lamar
2068,116,116,116,0,0.0,2966044,39.9390760796186,-94.8279229740308,mo,Savannah
2058,114,116,117,3,2.6,2921502,37.8693644024177,-94.0195798759007,mo,El Dorado Springs
2035,112,114,115,3,2.7,2919018,38.756213329057005,-90.2767024331825,mo,Dellwood
2072,109,110,111,2,1.8,2902242,38.792991994580206,-92.2477576846515,mo,Ashland
2120,99,100,101,2,2.0,2981124,38.834059948519396,-91.0398420022175,mo,Wright City
2477,98,98,98,0,0.0,2941870,39.179804312770294,-93.86944869340509,mo,Lexington
2109,85,86,87,2,2.4,2912898,39.2105304784859,-92.1342316873887,mo,Centralia
2403,82,83,84,2,2.4,2906004,38.7992964337932,-90.2640208225955,mo,Black Jack
2043,63,64,64,1,1.6,2954038,38.998785566287395,-93.9665487780273,mo,Odessa
2057,62,64,66,4,6.5,2979882,37.293439328016206,-93.41695403284099,mo,Willard
2236,61,64,66,5,8.2,2910054,38.2597869272046,-94.33930924432042,mo,Butler
98987,19177,23498,27819,8642,45.1,2507000,42.3322270150647,-71.0163856494567,ma,Boston
41895,5424,5547,5670,246,4.5,2582000,42.270543288068794,-71.8079407097348,ma,Worcester
42520,4766,4878,4989,223,4.7,2567000,42.1155020235611,-72.539522222793,ma,Springfield
12258,4685,4824,4963,278,5.9,2534550,42.700243628607204,-71.1626146735669,ma,Lawrence
21163,4618,5596,6574,1956,42.4,2555745,42.2621602496603,-71.00722484542409,ma,Quincy
24044,4417,4518,4620,203,4.6,2545560,42.3316020475482,-71.2084263163797,ma,Newton
21830,4291,4470,4648,357,8.3,2537000,42.6388709136306,-71.3217140263818,ma,Lowell
12794,4027,4530,5034,1007,25.0,2556585,42.4187098855217,-70.99145354647351,ma,Revere
19344,4026,4354,4681,655,16.3,2537490,42.4744967774061,-70.96070952499059,ma,Lynn
4740,3056,3146,3236,180,5.9,2531680,42.3084913183717,-70.87923966609779,ma,Hull
13023,3048,4322,5595,2547,83.6,2511000,42.3758179180872,-71.11837583030051,ma,Cambridge
26828,3001,3386,3772,771,25.7,2503690,41.6679496703927,-70.35732764895921,ma,Barnstable Town
17733,2898,2962,3025,127,4.4,2553960,42.451708510803705,-73.2605219733425,ma,Pittsfield
11564,2832,3490,4147,1315,46.4,2537875,42.430469347853,-71.05761655786729,ma,Malden
13200,2771,2877,2983,212,7.7,2576030,42.1381923223884,-72.7561044278877,ma,Westfield
14749,2677,3336,3995,1318,49.2,2539835,42.4234225316964,-71.1086852864869,ma,Medford
17435,2607,2668,2729,122,4.7,2524960,42.3085435364851,-71.4367520525014,ma,Framingham
24973,2518,2573,2628,110,4.4,2509000,42.082060336545894,-71.0241894485835,ma,Brockton
16990,2461,2534,2607,146,5.9,2529405,42.783879154969505,-71.0871576196517,ma,Haverhill
22387,2304,2740,3176,872,37.8,2545000,41.6614943061977,-70.93819657052029,ma,New Bedford
14722,2281,2334,2387,106,4.6,2540710,42.7339853498239,-71.1888284679913,ma,Methuen Town
10113,2193,2232,2270,77,3.5,2530840,42.2125679353341,-72.64107384108621,ma,Holyoke
13021,2112,2370,2629,517,24.5,2526150,42.63061232470071,-70.6835946132428,ma,Gloucester
9702,2095,2203,2311,216,10.3,2560050,42.468056425799496,-71.0144315858069,ma,Saugus
16712,2087,2143,2199,112,5.4,2513660,42.176384542364,-72.5718561520232,ma,Chicopee
13292,2074,2101,2128,54,2.6,2572600,42.3889099481936,-71.2423145181085,ma,Waltham
9034,1955,1988,2021,66,3.4,2577890,42.1253409842552,-72.65024332386109,ma,West Springfield Town
8440,1898,1920,1941,43,2.3,2540115,42.4556148318792,-71.0590081616666,ma,Melrose
16844,1803,2000,2198,395,21.9,2578972,42.2069052926079,-70.9444298940868,ma,Weymouth Town
13305,1741,2159,2577,836,48.0,2562535,42.3907382921362,-71.1013497087537,ma,Somerville
8426,1709,1735,1761,52,3.0,2509210,42.324285391761705,-71.14077624567899,ma,Brookline
5213,1676,1690,1704,28,1.7,2546225,42.684400717812096,-73.11660371174159,ma,North Adams
3067,1658,1792,1927,269,16.2,2550862,42.102354049292295,-70.65737633972559,ma,Ocean Bluff-Brant Rock
14235,1638,1666,1695,57,3.5,2502690,41.9311102647838,-71.2948922104868,ma,Attleboro
9815,1629,1660,1691,62,3.8,2500840,42.065739652291796,-72.65257910525,ma,Agawam Town
4525,1575,1892,2210,635,40.3,2581005,42.3794265296232,-70.9657221107997,ma,Winthrop Town
18409,1543,1598,1653,110,7.1,2569170,41.9035831072008,-71.0942870515808,ma,Taunton
11561,1536,1615,1694,158,10.3,2505595,42.558275754861704,-70.8434585420017,ma,Beverly
9573,1531,2130,2728,1197,78.2,2559105,42.5157322688154,-70.8544445126243,ma,Salem
14234,1490,1520,1551,61,4.1,2552490,42.5335364450817,-70.9724663639048,ma,Peabody
12266,1444,1470,1496,52,3.6,2523875,42.5912402650934,-71.8156013849872,ma,Fitchburg
11285,1411,1436,1462,51,3.6,2581035,42.4868784964361,-71.1542665513466,ma,Woburn
12576,1410,1464,1518,108,7.7,2501640,42.418654052392796,-71.1639084818727,ma,Arlington
7953,1395,1515,1635,240,17.2,2538435,42.4928084740484,-70.83488641265859,ma,Marblehead
9442,1390,1406,1423,33,2.4,2546330,42.3266369454472,-72.67453218623959,ma,Northampton
7366,1387,1862,2338,951,68.6,2566035,41.6686158328851,-70.2004991789033,ma,South Yarmouth
8531,1382,1422,1463,81,5.9,2516530,42.2466324451514,-71.1776608855567,ma,Dedham
8407,1348,1408,1469,121,9.0,2541725,42.241256461503205,-71.084315865066,ma,Milton
12511,1308,1330,1352,44,3.4,2535075,42.520878546510794,-71.77167097855721,ma,Leominster
8384,1252,1276,1299,47,3.8,2574210,42.304297632383,-71.28546300121471,ma,Wellesley
11610,1242,1278,1314,72,5.8,2507740,42.2038449081509,-71.00221732388009,ma,Braintree Town
6127,1187,1286,1386,199,16.8,2543755,41.2724683217817,-70.0947417218222,ma,Nantucket
7285,1141,1176,1210,69,6.0,2505105,42.3959889844789,-71.1794895748344,ma,Belmont
9762,1136,1165,1194,58,5.1,2544140,42.2814129105717,-71.24105735454309,ma,Needham
2511,1111,1247,1383,272,24.5,2559210,42.834430020304,-70.8392410508061,ma,Salisbury
19937,1081,1146,1211,130,12.0,2523000,41.7136620635442,-71.10140589732251,ma,Fall River
11295,1080,1112,1144,64,5.9,2535250,42.4456302795218,-71.2307064804327,ma,Lexington
2231,1070,1075,1080,10,0.9,2500590,42.6277615942648,-73.1186221433281,ma,Adams
7642,1048,1072,1096,48,4.6,2573440,42.3699780915563,-71.1774640640763,ma,Watertown Town
6846,1032,1071,1110,78,7.6,2580545,42.4517893507125,-71.14630602515,ma,Winchester
4613,1029,1110,1190,161,15.6,2568680,42.4679873267141,-70.8923852469544,ma,Swampscott
8477,1027,1046,1066,39,3.8,2572250,42.5035044090385,-71.065590857983,ma,Wakefield
8047,989,1013,1037,48,4.9,2550285,42.1860474208166,-71.19481968840729,ma,Norwood
5641,964,974,985,21,2.2,2563345,42.0604338314221,-72.0337676792524,ma,Southbridge Town
3663,926,946,965,39,4.2,2502515,42.593642087232396,-72.2302340935933,ma,Athol
2266,906,1036,1165,259,28.6,2555535,42.0492906512079,-70.1752901694018,ma,Provincetown
9910,896,906,915,19,2.1,2525172,42.086212289844106,-71.41128131378909,ma,Franklin Town
6281,881,908,934,53,6.0,2567700,42.4740893501238,-71.09716234714621,ma,Stoneham
6638,847,862,877,30,3.5,2527100,42.6140309963377,-72.59855701266349,ma,Greenfield Town
2848,845,1137,1429,584,69.1,2575820,41.6656207623199,-70.1660544435922,ma,West Dennis
6479,835,1028,1220,385,46.1,2545245,42.812392075459,-70.8874412997074,ma,Newburyport
7970,782,894,1006,224,28.6,2516285,42.574058000313,-70.9494547179736,ma,Danvers
4276,777,784,791,14,1.8,2531575,42.3918244220405,-71.5644962340096,ma,Hudson
9175,766,786,807,41,5.4,2555990,42.1778475012706,-71.0539617303143,ma,Randolph
7636,749,767,785,36,4.8,2509875,42.5021533886128,-71.2026826742243,ma,Burlington
10329,711,722,732,21,3.0,2538715,42.349399672157205,-71.5468111137113,ma,Marlborough
4336,705,999,1293,588,83.4,2578795,41.6474140219769,-70.2493568019174,ma,West Yarmouth
5574,702,720,739,37,5.3,2552144,42.188789629296,-72.3111631991865,ma,Palmer Town
4848,691,1058,1425,734,106.2,2513205,42.395906076283104,-71.0324811923702,ma,Chelsea
7804,673,684,696,23,3.4,2556165,42.5350544061682,-71.1055730247764,ma,Reading
5155,668,934,1201,533,79.8,2518980,41.5707634695226,-70.5555413788772,ma,East Falmouth
7899,662,902,1142,480,72.5,2521990,42.406420175560896,-71.05447771827329,ma,Everett
8950,610,636,662,52,8.5,2580195,42.5609155442705,-71.165405808418,ma,Wilmington
2463,609,746,882,273,44.8,2554450,41.6885689326132,-70.638141078961,ma,Pocasset
6622,603,612,622,19,3.2,2525485,42.584515277908004,-71.9867546079615,ma,Gardner
2028,603,813,1023,420,69.7,2573020,41.750766968509204,-70.7198547481004,ma,Wareham Center
5209,590,637,684,94,15.9,2501260,42.8529480614844,-70.94463206224471,ma,Amesbury Town
2974,569,664,759,190,33.4,2547730,41.64107240052039,-70.63366665599901,ma,North Falmouth
7553,554,569,584,30,5.4,2541200,42.147710375325495,-71.516706224009,ma,Milford
3761,523,691,859,336,64.2,2549700,41.691599369634105,-70.1026045646734,ma,Northwest Harwich
3839,518,532,545,27,5.2,2519400,41.7081089716441,-70.0339615775539,ma,East Harwich
2812,498,559,620,122,24.5,2557845,42.6451206822487,-70.61582911849,ma,Rockport
2325,449,456,462,13,2.9,2572845,42.254894207198895,-72.2459986626015,ma,Ware
2957,445,457,469,24,5.4,2553680,42.5333557195273,-71.23395544252841,ma,Pinehurst
2236,433,442,451,18,4.2,2538230,42.0224927875799,-71.21805563876241,ma,Mansfield Center
5798,374,384,393,19,5.1,2536335,42.0475635469642,-72.57195124632159,ma,Longmeadow
3806,364,908,1452,1088,298.9,2516810,41.667774472512,-70.1359517906215,ma,Dennis Port
7207,361,412,462,101,28.0,2562465,41.740453333007295,-71.1611906911757,ma,Somerset
2301,357,390,422,65,18.2,2554275,41.957875711711104,-70.6635810272993,ma,Plymouth
3457,349,355,361,12,3.4,2539660,42.426394890991794,-71.4561055748646,ma,Maynard
2443,342,352,363,21,6.1,2501430,42.655392310819394,-71.1418348295033,ma,Andover
2199,339,376,412,73,21.5,2560295,42.1864190700556,-70.7341092981859,ma,Scituate
2922,331,366,401,70,21.1,2547590,41.846374060224704,-70.0153096672101,ma,North Eastham
2624,322,612,903,581,180.4,2523070,41.5516824314302,-70.6088595971114,ma,Falmouth
2926,319,334,350,31,9.7,2563655,41.7051471581886,-70.1537093396434,ma,South Dennis
4854,318,328,337,19,6.0,2530420,42.1470512022057,-71.0056833013166,ma,Holbrook
5931,317,324,332,15,4.7,2519370,42.265140772169204,-72.6720516365028,ma,Easthampton Town
2098,313,376,440,127,40.6,2539485,41.666582476183294,-70.80541292146229,ma,Mattapoisett Center
2064,304,338,371,67,22.0,2530175,42.236515756876,-70.88798011320971,ma,Hingham
3358,304,310,316,12,3.9,2573930,42.04464086787,-71.8747949004927,ma,Webster
2450,300,390,479,179,59.7,2520380,41.7365353712227,-70.43405225867942,ma,East Sandwich
4409,297,302,307,10,3.4,2537595,42.535632582377204,-71.038161107524,ma,Lynnfield
5102,266,276,285,19,7.1,2500135,42.1180454823558,-70.9590380464565,ma,Abington
2650,255,332,410,155,60.8,2516740,41.7330084548298,-70.1994619431612,ma,Dennis
2035,240,274,307,67,27.9,2549165,42.2121290446926,-70.7651249353558,ma,North Scituate
2187,235,240,244,9,3.8,2539730,42.1870213310775,-71.3031788725868,ma,Medfield
2095,231,236,240,9,3.9,2514430,42.4182174389453,-71.68553459588419,ma,Clinton
2151,218,222,227,9,4.1,2546785,42.311031752462,-71.6450248832747,ma,Northborough
2449,194,196,199,5,2.6,2514570,42.3290032583825,-71.35765906913629,ma,Cochituate
2564,190,212,235,45,23.7,2518840,41.7396116899501,-70.1577026972894,ma,East Dennis
2881,190,252,313,123,64.7,2582595,41.710055600569895,-70.2258677420846,ma,Yarmouth Port
2156,184,314,445,261,141.8,2529090,41.6719371069549,-70.0640119993533,ma,Harwich Port
2480,172,194,215,43,25.0,2533185,41.9965393426849,-70.7224815433666,ma,Kingston
2118,132,132,133,1,0.8,2562300,41.64315612220871,-70.99193949413,ma,Smith Mills
2227,126,145,164,38,30.2,2506170,41.605455058416,-70.94211392717341,ma,Bliss Corner
2152,125,127,129,4,3.2,2540885,41.8945378399027,-70.9260620444404,ma,Middleborough Center
2254,122,124,127,5,4.1,2551790,42.1160488452024,-71.8704796188748,ma,Oxford
2119,116,146,175,59,50.9,2507945,41.7618044338091,-70.0812668617756,ma,Brewster
2201,105,108,110,5,4.8,2549710,41.6539533701061,-71.09270781598799,ma,North Westport
2181,90,90,91,1,1.1,2560820,42.1173980282019,-71.18351213604541,ma,Sharon
132544,14956,15249,15542,586,3.9,2148006,38.1663419768551,-85.6484465754246,ky,Louisville/Jefferson County metro government (balance)
99741,13620,14035,14450,830,6.1,2148000,38.2250196073704,-85.7415394574992,ky,Louisville
111820,8317,8519,8721,404,4.9,2146027,38.042330264617895,-84.4587221937675,ky,Lexington-Fayette
10966,2718,2740,2761,43,1.6,2102368,38.4592585108864,-82.6448462454302,ky,Ashland
23716,2333,2446,2558,225,9.6,2158620,37.757541283689704,-87.11732109364691,ky,Owensboro
18770,2127,2170,2213,86,4.0,2108902,36.9720497875104,-86.436679898833,ky,Bowling Green
10403,1922,1938,1953,31,1.6,2128900,38.192456205335,-84.8643314163275,ky,Frankfort
13254,1736,1757,1778,42,2.4,2137918,36.838233860044205,-87.47787028315331,ky,Hopkinsville
16032,1478,1506,1533,55,3.7,2117848,39.0333623801493,-84.51656339486429,ky,Covington
12659,1166,1172,1178,12,1.0,2130700,38.225267934867,-84.5481226387037,ky,Georgetown
5915,1070,1104,1137,67,6.3,2170284,38.197059040073704,-85.8135722435462,ky,Shively
9893,1051,1091,1131,80,7.6,2165226,37.7240958799853,-84.2928220430735,ky,Richmond
10965,942,969,996,54,5.7,2124274,37.7029696917619,-85.87717216321201,ky,Elizabethtown
9633,935,956,977,42,4.5,2149368,37.3410751932173,-87.5033603735336,ky,Madisonville
7826,905,910,915,10,1.1,2183676,38.001398162625,-84.19081792220891,ky,Winchester
5279,894,912,930,36,4.0,2151024,38.64544521173121,-83.7910981344055,ky,Maysville
13968,884,918,951,67,7.6,2158836,37.0711054153846,-88.6434936010469,ky,Paducah
10932,868,886,905,37,4.3,2156136,37.8900258917876,-84.5670048751424,ky,Nicholasville
10389,841,861,881,40,4.8,2135866,37.8402362227349,-87.5787447285751,ky,Henderson
5584,837,854,870,33,3.9,2171688,37.0815023670478,-84.6089248039955,ky,Somerset
3276,801,804,808,7,0.9,2117362,36.9320093814774,-84.1002436292486,ky,Corbin
2326,746,752,759,13,1.7,2135362,37.2583416390422,-83.1976560285041,ky,Hazard
6649,655,671,687,32,4.9,2131114,37.0047380233554,-85.92626485919571,ky,Glasgow
2109,625,631,637,12,1.9,2153418,38.190613287545396,-83.4466897103495,ky,Morehead
9747,617,632,648,31,5.0,2127982,38.9900393383494,-84.6469826440228,ky,Florence
6166,616,643,670,54,8.8,2155884,39.0856474287774,-84.48691378745741,ky,Newport
5466,613,625,637,24,3.9,2105842,37.5903613130014,-84.2898001227622,ky,Berea
4065,613,622,630,17,2.8,2134966,37.7655138487781,-84.8473947269577,ky,Harrodsburg
7848,608,626,645,37,6.1,2163912,37.82057398174479,-85.9366319754438,ky,Radcliff
4147,594,602,611,17,2.9,2167512,36.839341151785895,-86.894974245448,ky,Russellville
2607,562,565,568,6,1.1,2119432,38.38546322972871,-84.2995584297972,ky,Cynthiana
2387,562,568,575,13,2.3,2182146,38.4805760653457,-82.6798347110377,ky,Westwood
6366,551,560,569,18,3.3,2119882,37.6419359381482,-84.7770065084371,ky,Danville
5449,532,534,537,5,0.9,2170050,38.205910005379295,-85.2305350123307,ky,Shelbyville
5645,530,536,543,13,2.5,2167944,38.2495321530779,-85.6383182805717,ky,St. Matthews
5976,527,532,538,11,2.1,2111170,39.022232060970104,-84.72156467062459,ky,Burlington
2312,526,530,533,7,1.3,2120350,39.1128832511514,-84.4641857294063,ky,Dayton
6008,503,514,525,22,4.4,2150898,36.736100775040704,-88.64484585655649,ky,Mayfield
9821,488,494,500,12,2.5,2140222,38.2052172603016,-85.5699669771537,ky,Jeffersontown
5184,488,499,510,22,4.5,2144146,38.033176529665106,-84.9031485393481,ky,Lawrenceburg
2595,455,462,468,13,2.9,2105446,39.1010768354297,-84.47760476111,ky,Bellevue
3306,450,457,464,14,3.1,2147476,37.1209469146753,-84.08046394067091,ky,London
4220,443,443,443,0,0.0,2159196,38.201570866137295,-84.2717059841103,ky,Paris
3630,421,428,434,13,3.1,2163138,37.10680282834971,-87.88530211360941,ky,Princeton
3842,411,420,430,19,4.6,2179482,38.0487897165034,-84.7258737734125,ky,Versailles
3520,401,406,410,9,2.2,2127802,38.5210048892326,-82.7195322925946,ky,Flatwoods
6616,391,401,411,20,5.1,2125300,39.010801615198496,-84.5862436161881,ky,Erlanger
2654,390,398,406,16,4.1,2153130,36.840389414601795,-84.8506613538468,ky,Monticello
5795,382,396,410,28,7.3,2103628,37.8174968490915,-85.4550872744168,ky,Bardstown
7016,374,382,390,16,4.3,2154642,36.6145826364966,-88.3206716964958,ky,Murray
3121,354,356,357,3,0.8,2154084,38.0647046613309,-83.94733368191758,ky,Mount Sterling
2608,324,330,335,11,3.4,2157090,36.6686022856319,-87.4216132383663,ky,Oak Grove
3365,298,309,320,22,7.4,2148558,38.264452749678796,-85.58913863048679,ky,Lyndon
9558,296,300,303,7,2.4,2139142,38.95104508467,-84.5491390763154,ky,Independence
2739,284,286,288,4,1.4,2105824,36.8511651841256,-88.3593733130361,ky,Benton
4827,265,278,292,27,10.2,2112160,37.3445839663059,-85.3510422545898,ky,Campbellsville
4477,265,271,277,12,4.5,2170086,37.9806918935459,-85.6999416754918,ky,Shepherdsville
2656,257,259,261,4,1.6,2179734,37.8130361613341,-85.9827083327365,ky,Vine Grove
2198,253,254,256,3,1.2,2164632,37.0085170142439,-88.5260911725633,ky,Reidland
2580,252,254,256,4,1.6,2113978,37.2962854728186,-87.1279980004294,ky,Central City
4433,245,254,262,17,6.9,2128918,36.7161179848034,-86.55868837532871,ky,Franklin
2892,243,247,251,8,3.3,2144344,37.5684593836212,-85.2579866474031,ky,Lebanon
2509,240,251,262,22,9.2,2175738,39.0092010615954,-84.4987853148315,ky,Taylor Mill
2371,217,224,232,15,6.9,2135542,39.0626151220359,-84.709031065635,ky,Hebron
5866,215,220,224,9,4.2,2128594,39.0803639419479,-84.449963929079,ky,Fort Thomas
2439,215,220,226,11,5.1,2163372,37.3993492455613,-87.75094119376291,ky,Providence
2596,215,220,224,9,4.2,2178384,38.947215226126396,-84.6731330691982,ky,Union
2244,206,208,211,5,2.4,2133022,37.212049129154,-87.176246159342,ky,Greenville
3634,194,195,196,2,1.0,2157030,38.9996323140335,-84.6796161128603,ky,Oakbrook
2274,190,194,198,8,4.2,2169114,36.749312068840396,-86.19656467179189,ky,Scottsville
2150,180,184,189,9,5.0,2116750,37.1035452654057,-85.3073046269576,ky,Columbia
6218,172,176,180,8,4.7,2154228,38.042894786656,-85.5550312243279,ky,Mount Washington
3239,168,171,174,6,3.6,2151978,38.241021193789294,-85.52146892883559,ky,Middletown
3185,166,168,171,5,3.0,2136982,38.0553113862195,-85.6846156359632,ky,Hillview
3409,163,164,164,1,0.6,2128882,39.1067522510217,-84.7277165021176,ky,Francisville
2179,162,169,176,14,8.6,2135902,37.034569406661,-88.6437222724215,ky,Hendron
2088,149,152,154,5,3.4,2150034,37.332040970663705,-88.0794728465976,ky,Marion
2015,149,156,164,15,10.1,2180490,38.8645146983521,-84.61215707741309,ky,Walton
3967,137,141,145,8,5.8,2100802,38.962194509589295,-84.3860575578005,ky,Alexandria
2176,135,311,487,352,260.7,2126528,37.040523902001794,-88.5734821233506,ky,Farley
2312,135,148,162,27,20.0,2128612,39.046208025668605,-84.53614119961459,ky,Fort Wright
2940,124,128,132,8,6.5,2179698,39.0637851479083,-84.5947023215422,ky,Villa Hills
3408,106,106,107,1,0.9,2123932,39.0090867778609,-84.5604169586342,ky,Edgewood
2075,96,100,104,8,8.3,2116372,39.0130636553304,-84.43479759520909,ky,Cold Spring
3009,89,94,99,10,11.2,2124778,38.994879367794105,-84.60174780495142,ky,Elsmere
2087,86,88,89,3,3.5,2136604,39.0355091865436,-84.4565906494741,ky,Highland Heights
2359,78,80,83,5,6.4,2128558,39.0458568963159,-84.5561757304527,ky,Fort Mitchell
81999,24070,25086,26101,2031,8.4,150000,30.6674047271739,-88.10101518271358,al,Mobile
99897,16932,17434,17936,1004,5.9,107000,33.5275989664038,-86.7987831091897,al,Birmingham
84583,13213,13388,13564,351,2.7,137000,34.6989439838859,-86.6413298633286,al,Huntsville
23965,8242,8302,8361,119,1.4,120104,34.5729635004537,-86.990528924542,al,Decatur
82880,7936,8266,8596,660,8.3,151000,32.3470304838499,-86.26630668801849,al,Montgomery
10100,7366,7613,7860,494,6.7,169120,32.4165970625784,-87.0335893599114,al,Selma
24238,6405,6354,6303,-102,-1.6,128696,34.009024782903296,-86.01552756340651,al,Gadsden
9541,4135,4700,5266,1131,27.4,132272,30.2729934295187,-87.70737790935878,al,Gulf Shores
33215,3780,3885,3990,210,5.6,177256,33.235240876001,-87.5268479324308,al,Tuscaloosa
8925,3735,3760,3785,50,1.3,168736,34.64385858382,-86.04918019282742,al,Scottsboro
13750,3303,3452,3601,298,9.0,162496,30.7735461151811,-88.1301014266002,al,Prichard
15488,3083,3152,3220,137,4.4,101852,33.6713223808668,-85.8136096631266,al,Anniston
3485,3071,3072,3074,3,0.1,119744,30.256435082283897,-88.21135581624279,al,Dauphin Island
6815,3020,3112,3204,184,6.1,157144,30.2940660130665,-87.585214950742,al,Orange Beach
28674,2958,3042,3125,167,5.6,135896,33.3763022940232,-86.80590717585609,al,Hoover
9770,2887,2904,2920,33,1.1,153016,34.743573337673396,-87.63436615694359,al,Muscle Shoals
15225,2834,2912,2990,156,5.5,105980,33.3709825016502,-86.9713555126803,al,Bessemer
33821,2761,2838,2916,155,5.6,121184,31.2335566332097,-85.4068130285344,al,Dothan
5979,2544,2533,2522,-22,-0.9,163288,33.9336450655913,-86.0923374546774,al,Rainbow City
11944,2060,2112,2165,105,5.1,157576,33.5966709371348,-85.86923499292871,al,Oxford
5965,1812,1818,1825,13,0.7,132416,34.367385573339895,-86.263401293803,al,Guntersville
16343,1786,1853,1920,134,7.5,159472,32.4587963419649,-85.0250496470257,al,Phenix City
17562,1776,1796,1817,41,2.3,126896,34.830001708542106,-87.6657833668828,al,Florence
10723,1705,1746,1787,82,4.8,158848,33.311573256773,-86.75729225780469,al,Pelham
5980,1697,1702,1708,11,0.6,171832,33.900672453038695,-86.0237244494,al,Southside
8947,1641,1676,1711,70,4.3,174592,33.4328942828677,-86.0976389722645,al,Talladega
7270,1623,1928,2232,609,37.5,168160,30.845311679541002,-88.0987626999565,al,Saraland
12574,1551,1586,1622,71,4.6,100820,33.2197163160676,-86.82251575835458,al,Alabaster
14342,1548,1574,1600,52,3.4,162328,32.4603877441858,-86.4588113816165,al,Prattville
18269,1393,1418,1442,49,3.5,145784,34.7112769323838,-86.7616746373906,al,Madison
10701,1380,1403,1426,46,3.3,155200,33.2579143911001,-87.5980896236343,al,Northport
2883,1342,1397,1452,110,8.2,123296,31.417249059129,-86.0759286033228,al,Elba
13092,1311,1342,1372,61,4.7,178552,33.4520443182542,-86.7434299151235,al,Vestavia Hills
7591,1300,1334,1369,69,5.3,135800,33.4617626467685,-86.80919806901791,al,Homewood
2389,1269,1272,1275,6,0.5,112760,34.221485683585,-85.5884131374395,al,Cedar Bluff
11415,1173,1186,1200,27,2.3,102956,34.784706746887196,-86.950908756751,al,Athens
5259,1160,1174,1189,29,2.5,143120,33.593402267093,-86.1371899251175,al,Lincoln
6588,1152,1182,1211,59,5.1,141968,33.5428964485225,-86.5635577903756,al,Leeds
2871,1134,1156,1178,44,3.9,114464,33.2962753260629,-86.3456587282423,al,Childersburg
8708,1131,1140,1148,17,1.5,127616,34.455769917549894,-85.6965331913445,al,Fort Payne
5135,1116,1140,1165,49,4.4,138272,33.8088084590652,-85.75432083802059,al,Jacksonville
9228,1055,1084,1114,59,5.6,138416,33.8512632806853,-87.2718953348571,al,Jasper
12240,1036,1078,1121,85,8.2,119648,30.627809120409303,-87.8888105904591,al,Daphne
19220,1022,1059,1096,74,7.2,103076,32.608426321356,-85.48962856294091,al,Auburn
7870,1022,1042,1061,39,3.8,151696,33.487098832896,-86.74007111669691,al,Mountain Brook
4413,1018,1022,1026,8,0.8,103028,34.004886975935996,-86.1040058719957,al,Attalla
10081,1008,1064,1121,113,11.2,126992,30.3987248438705,-87.6645979642153,al,Foley
5916,999,1008,1017,18,1.8,167608,33.7119434018308,-85.85355147056158,al,Saks
9099,991,1013,1035,44,4.4,101132,32.9241431352124,-85.9360302190971,al,Alexander City
7783,970,991,1012,42,4.3,111416,33.1248881919529,-86.7449398028545,al,Calera
3476,943,985,1027,84,8.9,181720,32.5406488116379,-86.2056521000788,al,Wetumpka
7171,929,957,985,56,6.0,174352,33.1781000556432,-86.2603264631657,al,Sylacauga
6298,913,938,963,50,5.5,137864,33.5440769909993,-86.6598216504855,al,Irondale
7577,885,970,1055,170,19.2,158896,33.5609124691477,-86.2668139771319,al,Pell City
10560,871,914,956,85,9.8,176944,33.6390473489384,-86.5831658087864,al,Trussville
3610,861,860,860,-1,-0.1,129992,33.9446048023342,-85.9318480870491,al,Glencoe
10421,826,889,952,126,15.3,125240,30.522144732877898,-87.8817207130161,al,Fairhope
7968,808,838,869,61,7.5,136448,33.4236556074926,-87.0221287157287,al,Hueytown
8428,800,818,835,35,4.4,134024,33.285515194205196,-86.8746847277651,al,Helena
6556,784,804,824,40,5.1,148712,32.5034042259014,-86.37282919194179,al,Millbrook
2981,782,784,785,3,0.4,135392,33.9902084596075,-85.863934351445,al,Hokes Bluff
3108,772,1275,1778,1006,130.3,168352,30.857741980271395,-88.06316777424071,al,Satsuma
7737,750,764,777,27,3.6,118976,34.179058943505396,-86.8402426083068,al,Cullman
7953,739,772,805,66,8.9,124568,31.9102401982133,-85.1505013546663,al,Eufaula
3941,733,748,763,30,4.1,174976,33.5941447234096,-86.768365272778,al,Tarrant
4934,726,735,744,18,2.5,177280,34.7203609257966,-87.7034985732374,al,Tuscumbia
4332,721,740,759,38,5.3,129464,31.0436681956954,-85.87634465203,al,Geneva
2991,719,779,839,120,16.7,114392,30.7714842091613,-88.07936245078942,al,Chickasaw
